Voyage ID,Ship ID,Ship Name,Encounter Hex,True Encounter Type,Logged Encounter Type,Damage Taken
5344,566,Gray Goose,Hex O6,Iceberg,None,0%
5344,566,Gray Goose,Hex N6,Iceberg,None,0%
5344,566,Gray Goose,Hex M5,Iceberg,None,0%
5344,566,Gray Goose,Hex M4,Iceberg,Iceberg,17%
5344,566,Gray Goose,Hex M4,Atlantean Merfolk,Sharks,0%
5344,566,Gray Goose,Hex L4,Harpies,Harpies,0%
5344,566,Gray Goose,Hex L4,Reef,Reef,10%
5344,566,Gray Goose,Hex K4,Iceberg,None,0%
5344,566,Gray Goose,Hex J4,Iceberg,None,0%
5346,524,Orange Goose,Hex K6,Iceberg,Iceberg,15%
5346,524,Orange Goose,Hex J4,Harpies,Harpies,0%
5347,572,Silver Tortoise,Hex I5,Iceberg,None,0%
5347,572,Silver Tortoise,Hex K6,Iceberg,None,0%
5348,528,Green Duck,Hex I4,Iceberg,Iceberg,15%
5348,528,Green Duck,Hex H4,Iceberg,None,0%
5348,528,Green Duck,Hex H4,Storm,Storm,25%
5348,528,Green Duck,Hex G5,Sharks,Sharks,10%
5348,528,Green Duck,Hex I4,Pirates,Pirates,0%
5349,452,Mopey Diamond,Hex L15,Sharks,Sharks,0%
5350,518,Gray Tortoise,Hex O15,Dragon,Dragon,100%
5351,563,Black Heart,Hex P13,Harpies,Harpies,14%
5351,563,Black Heart,Hex P12,Harpies,Harpies,4%
5351,563,Black Heart,Hex O12,Sharks,Sharks,4%
5351,563,Black Heart,Hex N10,Reef,Reef,4%
5351,563,Black Heart,Hex K6,Atlantean Merfolk,Merfolk,287%
5353,557,White Diamond,Hex B13,Sharks,Sharks,4%
5354,533,Mopey Heart,Hex F13,Pirates,Pirates,24%
5354,533,Mopey Heart,Hex D13,Storm,Storm,7%
5354,533,Mopey Heart,Hex C14,Storm,Storm,17%
5354,533,Mopey Heart,Hex C13,Reef,Reef,4%
5355,423,Red Hind,Hex P10,Harpies,Harpies,10%
5355,423,Red Hind,Hex P12,Harpies,Harpies,15%
5356,535,Mopey Hind,Hex P6,Iceberg,None,0%
5356,535,Mopey Hind,Hex O6,Iceberg,None,0%
5356,535,Mopey Hind,Hex N5,Iceberg,None,0%
5356,535,Mopey Hind,Hex M5,Iceberg,None,0%
5356,535,Mopey Hind,Hex L5,Harpies,Harpies,0%
5356,535,Mopey Hind,Hex L5,Iceberg,None,0%
5356,535,Mopey Hind,Hex L4,Iceberg,None,0%
5356,535,Mopey Hind,Hex K3,Storm,Storm,0%
5357,492,Black Tortoise,Hex J6,Iceberg,None,0%
5357,492,Black Tortoise,Hex H11,Pirates,Pirates,0%
5358,542,Gray Pearl,Hex P13,Reef,Reef,30%
5358,542,Gray Pearl,Hex P12,Reef,Reef,20%
5360,267,White Pearl,Hex O14,Harpies,Harpies,0%
5360,267,White Pearl,Hex L13,Kraken,Kraken,14%
5360,267,White Pearl,Hex L13,Sharks,Sharks,7%
5360,267,White Pearl,Hex K13,Pirates,Pirates,0%
5360,267,White Pearl,Hex K13,Kraken,Kraken,14%
5361,581,Red Heart,Hex L13,Pirates,Pirates,64%
5361,581,Red Heart,Hex K13,Pirates,Pirates,7%
5361,581,Red Heart,Hex K13,Kraken,Kraken,40%
5362,578,Golden Tortoise,Hex H13,Harpies,Harpies,5%
5362,578,Golden Tortoise,Hex H13,Sharks,Sharks,10%
5364,564,Gray Falcon,Hex Q8,Pirates,Pirates,67%
5364,564,Gray Falcon,Hex Q8,Reef,Reef,87%
5365,476,Bloody Duck,Hex P5,Iceberg,None,0%
5365,476,Bloody Duck,Hex P4,Iceberg,None,0%
5365,476,Bloody Duck,Hex O4,Iceberg,None,0%
5365,476,Bloody Duck,Hex M4,Reef,Reef,7%
5365,476,Bloody Duck,Hex M4,Iceberg,None,0%
5365,476,Bloody Duck,Hex L4,Storm,Storm,4%
5365,476,Bloody Duck,Hex K3,Iceberg,None,0%
5366,582,Golden Swan,Hex N5,Kraken,Kraken,0%
5366,582,Golden Swan,Hex N5,Iceberg,Iceberg,25%
5366,582,Golden Swan,Hex N4,Iceberg,None,0%
5366,582,Golden Swan,Hex N4,Storm,Storm,30%
5366,582,Golden Swan,Hex M4,Harpies,Harpies,20%
5366,582,Golden Swan,Hex M4,Iceberg,Iceberg,15%
5366,582,Golden Swan,Hex M4,Storm,Storm,45%
5367,531,Rusty Pearl,Hex J3,Iceberg,None,0%
5367,531,Rusty Pearl,Hex L4,Iceberg,None,0%
5367,531,Rusty Pearl,Hex L5,Iceberg,None,0%
5367,531,Rusty Pearl,Hex M6,Iceberg,None,0%
5367,531,Rusty Pearl,Hex N6,Storm,Storm,20%
5368,466,Orange Falcon,Hex J6,Harpies,Harpies,0%
5368,466,Orange Falcon,Hex J6,Atlantean Merfolk,Sharks,0%
5368,466,Orange Falcon,Hex L11,Sharks,Sharks,0%
5368,466,Orange Falcon,Hex O15,Pirates,Pirates,0%
5368,466,Orange Falcon,Hex O15,Storm,Storm,0%
5369,504,Golden Falcon,Hex I5,Iceberg,None,0%
5369,504,Golden Falcon,Hex J6,Atlantean Merfolk,Merfolk,10%
5369,504,Golden Falcon,Hex I8,Warlock,Wyrd Majick Fyre,10%
5369,504,Golden Falcon,Hex H9,Pirates,Pirates,0%
5370,583,Saucy Bottom,Hex S15,Kraken,Kraken,20%
5370,583,Saucy Bottom,Hex S15,Storm,Storm,0%
5370,583,Saucy Bottom,Hex Q15,Storm,Storm,20%
5371,588,Gray Tortoise,Hex R12,Kraken,Kraken,0%
5371,588,Gray Tortoise,Hex R11,Kraken,Kraken,0%
5371,588,Gray Tortoise,Hex R11,Storm,Storm,5%
5371,588,Gray Tortoise,Hex Q14,Storm,Storm,65%
5372,560,Scurvy Duck,Hex H13,Sharks,Sharks,4%
5372,560,Scurvy Duck,Hex I13,Pirates,Pirates,30%
5372,560,Scurvy Duck,Hex I13,Storm,Storm,20%
5372,560,Scurvy Duck,Hex H13,Pirates,Pirates,34%
5373,568,Golden Diamond,Hex I12,Pirates,Pirates,10%
5373,568,Golden Diamond,Hex J12,Storm,Storm,0%
5373,568,Golden Diamond,Hex K11,Harpies,Harpies,4%
5373,568,Golden Diamond,Hex M9,Dread Pirate Calamity,Pirates,54%
5373,568,Golden Diamond,Hex M9,Sharks,Sharks,4%
5373,568,Golden Diamond,Hex N8,Reef,Reef,14%
5373,568,Golden Diamond,Hex N7,Harpies,Harpies,0%
5373,568,Golden Diamond,Hex P7,Pirates,Pirates,27%
5373,568,Golden Diamond,Hex P7,Sharks,Sharks,0%
5373,568,Golden Diamond,Hex P7,Storm,Storm,17%
5374,477,Rusty Tortoise,Hex Q8,Harpies,Harpies,0%
5374,477,Rusty Tortoise,Hex Q8,Reef,Reef,57%
5374,477,Rusty Tortoise,Hex Q8,Dragon,Dragon,7%
5374,477,Rusty Tortoise,Hex Q9,Reef,Reef,30%
5374,477,Rusty Tortoise,Hex Q11,Sharks,Sharks,4%
5375,436,Red Falcon,Hex N5,Iceberg,None,0%
5375,436,Red Falcon,Hex M5,Iceberg,None,0%
5375,436,Red Falcon,Hex L4,Harpies,Harpies,5%
5375,436,Red Falcon,Hex L4,Iceberg,None,0%
5375,436,Red Falcon,Hex L4,Storm,Storm,15%
5375,436,Red Falcon,Hex K4,Harpies,Harpies,0%
5375,436,Red Falcon,Hex K4,Iceberg,None,0%
5375,436,Red Falcon,Hex K4,Sharks,Sharks,5%
5376,467,Gray Swan,Hex P10,Reef,Reef,7%
5376,467,Gray Swan,Hex Q8,Reef,Reef,4%
5377,585,Red Swan,Hex Q8,Pirates,Pirates,0%
5377,585,Red Swan,Hex Q8,Storm,Storm,4%
5377,585,Red Swan,Hex Q9,Reef,Reef,10%
5377,585,Red Swan,Hex Q8,Reef,Reef,54%
5378,571,Bloody Goose,Hex L4,Iceberg,None,0%
5378,571,Bloody Goose,Hex L5,Iceberg,Iceberg,14%
5378,571,Bloody Goose,Hex K4,Iceberg,None,0%
5379,383,Purple Goose,Hex P13,Storm,Storm,25%
5380,429,Rusty Duck,Hex Q8,Reef,Reef,60%
5381,575,Rusty Goose,Hex J12,Sharks,Sharks,0%
5381,575,Rusty Goose,Hex K12,Kraken,Kraken,40%
5381,575,Rusty Goose,Hex I13,Harpies,Harpies,7%
5381,575,Rusty Goose,Hex H13,Sharks,Sharks,0%
5382,502,Mopey Goose,Hex I10,Harpies,Harpies,7%
5382,502,Mopey Goose,Hex I9,Warlock,Wyrd Majick Fyre,37%
5382,502,Mopey Goose,Hex J9,Reef,Reef,4%
5382,502,Mopey Goose,Hex J9,Warlock,Wyrd Majick Fyre,4%
5382,502,Mopey Goose,Hex J9,Storm,Storm,17%
5382,502,Mopey Goose,Hex L7,Harpies,Harpies,0%
5382,502,Mopey Goose,Hex P6,Sharks,Sharks,0%
5383,521,Saucy Tortoise,Hex P7,Harpies,Harpies,0%
5383,521,Saucy Tortoise,Hex K10,Sharks,Sharks,4%
5384,250,Black Goose,Hex Q8,Reef,Reef,4%
5384,250,Black Goose,Hex R9,Pirates,Pirates,10%
5384,250,Black Goose,Hex R9,Harpies,Harpies,0%
5384,250,Black Goose,Hex R9,Reef,Reef,7%
5384,250,Black Goose,Hex S7,Reef,Reef,10%
5384,250,Black Goose,Hex S6,Reef,Reef,4%
5384,250,Black Goose,Hex R5,Reef,Reef,24%
5384,250,Black Goose,Hex R5,Iceberg,None,0%
5384,250,Black Goose,Hex Q5,Sharks,Sharks,0%
5385,529,Rusty Bottom,Hex K4,Iceberg,None,0%
5385,529,Rusty Bottom,Hex K5,Storm,Storm,7%
5385,529,Rusty Bottom,Hex M6,Kraken,Kraken,4%
5385,529,Rusty Bottom,Hex M6,Sharks,Sharks,0%
5385,529,Rusty Bottom,Hex N6,Iceberg,None,0%
5385,529,Rusty Bottom,Hex P6,Iceberg,Iceberg,4%
5386,468,Scurvy Hind,Hex J3,Iceberg,None,0%
5386,468,Scurvy Hind,Hex K1,Iceberg,None,0%
5386,468,Scurvy Hind,Hex K1,Storm,Storm,15%
5386,468,Scurvy Hind,Hex J1,Iceberg,None,0%
5386,468,Scurvy Hind,Hex J2,Iceberg,None,0%
5386,468,Scurvy Hind,Hex J2,Storm,Storm,0%
5387,470,Scurvy Bottom,Hex H5,Iceberg,None,0%
5387,470,Scurvy Bottom,Hex I4,Atlantean Merfolk,Sharks,0%
5388,177,Black Swan,Hex Q15,Harpies,Harpies,5%
5388,177,Black Swan,Hex Q15,Storm,Storm,5%
5388,177,Black Swan,Hex S16,Kraken,Kraken,10%
5388,177,Black Swan,Hex R15,Harpies,Harpies,5%
5390,586,Mopey Tortoise,Hex L13,Kraken,Kraken,5%
5390,586,Mopey Tortoise,Hex J13,Kraken,Kraken,0%
5391,314,Red Diamond,Hex F9,Harpies,Harpies,4%
5391,314,Red Diamond,Hex G8,Kraken,Kraken,10%
5391,314,Red Diamond,Hex G7,Pirates,Pirates,30%
5391,314,Red Diamond,Hex H6,Kraken,Kraken,7%
5391,314,Red Diamond,Hex H6,Sharks,Sharks,0%
5391,314,Red Diamond,Hex H5,Iceberg,None,0%
5391,314,Red Diamond,Hex H5,Atlantean Merfolk,Merfolk,0%
5391,314,Red Diamond,Hex I4,Iceberg,None,0%
5391,314,Red Diamond,Hex I4,Dragon,Dragon,4%
5392,455,Golden Duck,Hex G12,Storm,Storm,40%
5393,249,Rusty Diamond,Hex K14,Storm,Storm,0%
5393,249,Rusty Diamond,Hex K15,Reef,Reef,4%
5393,249,Rusty Diamond,Hex K15,Storm,Storm,40%
5393,249,Rusty Diamond,Hex N15,Pirates,Pirates,40%
5394,353,Green Diamond,Hex Q4,Iceberg,None,0%
5394,353,Green Diamond,Hex R4,Iceberg,None,0%
5395,362,Orange Heart,Hex O7,Dragon,Dragon,10%
5395,362,Orange Heart,Hex O7,Storm,Storm,0%
5395,362,Orange Heart,Hex N8,Harpies,Harpies,0%
5395,362,Orange Heart,Hex O6,Pirates,Pirates,0%
5395,362,Orange Heart,Hex P6,Iceberg,None,0%
5396,523,Rusty Swan,Hex J4,Iceberg,None,0%
5396,523,Rusty Swan,Hex K4,Iceberg,None,0%
5396,523,Rusty Swan,Hex K5,Iceberg,None,0%
5396,523,Rusty Swan,Hex L6,Harpies,Harpies,0%
5396,523,Rusty Swan,Hex L6,Maelstrom,Storm,10%
5396,523,Rusty Swan,Hex O6,Iceberg,None,0%
5396,523,Rusty Swan,Hex P6,Iceberg,None,0%
5396,523,Rusty Swan,Hex P6,Storm,Storm,4%
5397,579,Gray Bottom,Hex J4,Iceberg,None,0%
5397,579,Gray Bottom,Hex L4,Iceberg,None,0%
5397,579,Gray Bottom,Hex M4,Iceberg,None,0%
5397,579,Gray Bottom,Hex M3,Iceberg,None,0%
5397,579,Gray Bottom,Hex M4,Iceberg,None,0%
5397,579,Gray Bottom,Hex M4,Sharks,Sharks,0%
5397,579,Gray Bottom,Hex L4,Iceberg,None,0%
5397,579,Gray Bottom,Hex K4,Iceberg,None,0%
5397,579,Gray Bottom,Hex K4,Sharks,Sharks,7%
5397,579,Gray Bottom,Hex J3,Iceberg,None,0%
5398,544,Black Falcon,Hex J3,Harpies,Harpies,0%
5398,544,Black Falcon,Hex K3,Pirates,Pirates,0%
5398,544,Black Falcon,Hex K3,Dragon,Dragon,20%
5398,544,Black Falcon,Hex L4,Reef,Reef,10%
5398,544,Black Falcon,Hex M4,Iceberg,None,0%
5398,544,Black Falcon,Hex N4,Pirates,Pirates,25%
5398,544,Black Falcon,Hex N4,Iceberg,None,0%
5398,544,Black Falcon,Hex P6,Iceberg,None,0%
5399,561,Golden Bottom,Hex I4,Iceberg,None,0%
5399,561,Golden Bottom,Hex H4,Iceberg,None,0%
5399,561,Golden Bottom,Hex H4,Atlantean Merfolk,Merfolk,55%
5399,561,Golden Bottom,Hex G5,Iceberg,None,0%
5399,561,Golden Bottom,Hex I4,Iceberg,None,0%
5400,452,Mopey Diamond,Hex N15,Storm,Storm,7%
5400,452,Mopey Diamond,Hex N14,Pirates,Pirates,27%
5400,452,Mopey Diamond,Hex N14,Storm,Storm,0%
5400,452,Mopey Diamond,Hex K13,Kraken,Kraken,40%
5402,562,Black Bottom,Hex P13,Pirates,Pirates,0%
5402,562,Black Bottom,Hex P13,Storm,Storm,7%
5402,562,Black Bottom,Hex Q11,Kraken,Kraken,54%
5404,589,Silver Hind,Hex J15,Harpies,Harpies,0%
5404,589,Silver Hind,Hex J14,Pirates,Pirates,0%
5404,589,Silver Hind,Hex J14,Sharks,Sharks,4%
5404,589,Silver Hind,Hex J14,Storm,Storm,7%
5404,589,Silver Hind,Hex I14,Sharks,Sharks,4%
5406,532,Gray Hind,Hex J9,Warlock,Wyrd Majick Fyre,10%
5406,532,Gray Hind,Hex M8,Dread Pirate Calamity,Pirates,37%
5406,532,Gray Hind,Hex O6,Iceberg,None,0%
5407,514,Purple Tortoise,Hex R11,Storm,Storm,10%
5407,514,Purple Tortoise,Hex Q13,Harpies,Harpies,14%
5408,499,Rusty Falcon,Hex Q4,Iceberg,None,0%
5408,499,Rusty Falcon,Hex P3,Iceberg,None,0%
5408,499,Rusty Falcon,Hex Q2,Iceberg,None,0%
5408,499,Rusty Falcon,Hex P3,Iceberg,None,0%
5408,499,Rusty Falcon,Hex P4,Storm,Storm,30%
5409,570,Silver Falcon,Hex Q7,Harpies,Harpies,0%
5409,570,Silver Falcon,Hex Q9,Reef,Reef,7%
5410,556,Orange Duck,Hex Q5,Iceberg,None,0%
5410,556,Orange Duck,Hex R4,Iceberg,None,0%
5410,556,Orange Duck,Hex R3,Iceberg,None,0%
5410,556,Orange Duck,Hex S2,Pirates,Pirates,20%
5410,556,Orange Duck,Hex S2,Iceberg,None,0%
5410,556,Orange Duck,Hex R3,Iceberg,None,0%
5410,556,Orange Duck,Hex Q5,Iceberg,None,0%
5411,572,Silver Tortoise,Hex I4,Iceberg,None,0%
5411,572,Silver Tortoise,Hex I5,Iceberg,None,0%
5411,572,Silver Tortoise,Hex J6,Iceberg,None,0%
5411,572,Silver Tortoise,Hex I7,Reef,Reef,10%
5411,572,Silver Tortoise,Hex I8,Reef,Reef,4%
5411,572,Silver Tortoise,Hex I9,Warlock,Wyrd Majick Fyre,14%
5411,572,Silver Tortoise,Hex H12,Storm,Storm,27%
5412,576,White Bottom,Hex I4,Harpies,Harpies,0%
5412,576,White Bottom,Hex I4,Iceberg,None,0%
5412,576,White Bottom,Hex H6,Kraken,Kraken,14%
5412,576,White Bottom,Hex F6,Iceberg,Iceberg,14%
5412,576,White Bottom,Hex G6,Iceberg,None,0%
5412,576,White Bottom,Hex H6,Kraken,Kraken,30%
5413,469,Green Falcon,Hex J7,Storm,Storm,70%
5413,469,Green Falcon,Hex L10,Harpies,Harpies,0%
5414,524,Orange Goose,Hex H5,Iceberg,None,0%
5414,524,Orange Goose,Hex H6,Kraken,Kraken,45%
5415,466,Orange Falcon,Hex O14,Harpies,Harpies,0%
5415,466,Orange Falcon,Hex J13,Kraken,Kraken,0%
5415,466,Orange Falcon,Hex J13,Sharks,Sharks,4%
5416,504,Golden Falcon,Hex H13,Pirates,Pirates,14%
5416,504,Golden Falcon,Hex H13,Harpies,Harpies,0%
5416,504,Golden Falcon,Hex I13,Pirates,Pirates,0%
5416,504,Golden Falcon,Hex O15,Pirates,Pirates,0%
5417,250,Black Goose,Hex P5,Iceberg,None,0%
5417,250,Black Goose,Hex O5,Iceberg,None,0%
5417,250,Black Goose,Hex O4,Storm,Storm,0%
5417,250,Black Goose,Hex O3,Iceberg,None,0%
5417,250,Black Goose,Hex P4,Iceberg,None,0%
5417,250,Black Goose,Hex P5,Iceberg,None,0%
5418,493,White Hind,Hex P7,Iceberg,None,0%
5418,493,White Hind,Hex P7,Storm,Storm,0%
5418,493,White Hind,Hex Q8,Iceberg,None,0%
5418,493,White Hind,Hex P9,Iceberg,None,0%
5418,493,White Hind,Hex P8,Iceberg,None,0%
5418,493,White Hind,Hex P8,Dragon,Dragon,35%
5418,493,White Hind,Hex P7,Iceberg,Iceberg,10%
5419,531,Rusty Pearl,Hex P7,Iceberg,None,0%
5419,531,Rusty Pearl,Hex Q8,Iceberg,None,0%
5419,531,Rusty Pearl,Hex O11,Harpies,Harpies,5%
5419,531,Rusty Pearl,Hex P13,Reef,Reef,50%
5420,499,Rusty Falcon,Hex R4,Pirates,Pirates,0%
5420,499,Rusty Falcon,Hex S3,Iceberg,None,0%
5420,499,Rusty Falcon,Hex S4,Iceberg,None,0%
5421,539,Saucy Heart,Hex I4,Iceberg,None,0%
5421,539,Saucy Heart,Hex H6,Iceberg,None,0%
5421,539,Saucy Heart,Hex G6,Kraken,Kraken,5%
5421,539,Saucy Heart,Hex G5,Pirates,Pirates,50%
5421,539,Saucy Heart,Hex G5,Storm,Storm,15%
5421,539,Saucy Heart,Hex I4,Iceberg,None,0%
5421,539,Saucy Heart,Hex I4,Storm,Storm,5%
5422,538,Saucy Pearl,Hex I2,Sharks,Sharks,5%
5422,538,Saucy Pearl,Hex I2,Storm,Storm,0%
5422,538,Saucy Pearl,Hex H2,Iceberg,None,0%
5422,538,Saucy Pearl,Hex G2,Iceberg,None,0%
5422,538,Saucy Pearl,Hex F2,Iceberg,None,0%
5422,538,Saucy Pearl,Hex E2,Kraken,Kraken,15%
5422,538,Saucy Pearl,Hex G2,Iceberg,None,0%
5422,538,Saucy Pearl,Hex I2,Pirates,Pirates,50%
5422,538,Saucy Pearl,Hex I2,Harpies,Harpies,0%
5423,476,Bloody Duck,Hex J4,Iceberg,None,0%
5423,476,Bloody Duck,Hex K6,Storm,Storm,17%
5423,476,Bloody Duck,Hex K7,Pirates,Pirates,0%
5423,476,Bloody Duck,Hex K7,Storm,Storm,10%
5423,476,Bloody Duck,Hex L8,Harpies,Harpies,0%
5423,476,Bloody Duck,Hex K6,Iceberg,None,0%
5424,216,White Goose,Hex Q14,Harpies,Harpies,0%
5424,216,White Goose,Hex P13,Reef,Reef,7%
5424,216,White Goose,Hex N11,Dread Pirate Calamity,Pirates,24%
5424,216,White Goose,Hex N10,Storm,Storm,37%
5424,216,White Goose,Hex M9,Pirates,Pirates,20%
5424,216,White Goose,Hex M8,Iceberg,None,0%
5424,216,White Goose,Hex M8,Storm,Storm,0%
5424,216,White Goose,Hex L7,Sharks,Sharks,0%
5424,216,White Goose,Hex J4,Iceberg,None,0%
5424,216,White Goose,Hex J4,Sharks,Sharks,7%
5427,574,Golden Goose,Hex F11,Storm,Storm,0%
5428,447,Purple Heart,Hex G8,Sharks,Sharks,7%
5428,447,Purple Heart,Hex G7,Kraken,Kraken,20%
5428,447,Purple Heart,Hex G7,Atlantean Merfolk,Sharks,4%
5428,447,Purple Heart,Hex H6,Iceberg,None,0%
5428,447,Purple Heart,Hex H6,Atlantean Merfolk,Merfolk,0%
5428,447,Purple Heart,Hex H5,Iceberg,None,0%
5428,447,Purple Heart,Hex I4,Harpies,Harpies,0%
5428,447,Purple Heart,Hex I4,Iceberg,None,0%
5429,557,White Diamond,Hex I15,Reef,Reef,17%
5429,557,White Diamond,Hex I15,Sharks,Sharks,4%
5429,557,White Diamond,Hex I14,Reef,Reef,4%
5431,390,Silver Bottom,Hex K4,Dragon,Dragon,7%
5431,390,Silver Bottom,Hex L5,Harpies,Harpies,0%
5431,390,Silver Bottom,Hex L5,Iceberg,Iceberg,10%
5431,390,Silver Bottom,Hex K4,Pirates,Pirates,0%
5432,462,White Swan,Hex P13,Pirates,Pirates,20%
5432,462,White Swan,Hex P12,Sharks,Sharks,4%
5432,462,White Swan,Hex P11,Sharks,Sharks,4%
5432,462,White Swan,Hex Q10,Iceberg,None,0%
5432,462,White Swan,Hex P8,Storm,Storm,0%
5432,462,White Swan,Hex P7,Pirates,Pirates,10%
5432,462,White Swan,Hex P7,Harpies,Harpies,7%
5433,460,Bloody Pearl,Hex Q12,Harpies,Harpies,0%
5433,460,Bloody Pearl,Hex Q10,Iceberg,None,0%
5433,460,Bloody Pearl,Hex Q9,Pirates,Pirates,10%
5433,460,Bloody Pearl,Hex Q9,Reef,Reef,4%
5433,460,Bloody Pearl,Hex Q9,Iceberg,None,0%
5433,460,Bloody Pearl,Hex Q8,Reef,Reef,10%
5433,460,Bloody Pearl,Hex Q7,Iceberg,None,0%
5434,588,Gray Tortoise,Hex N15,Storm,Storm,10%
5435,477,Rusty Tortoise,Hex K13,Pirates,Pirates,30%
5435,477,Rusty Tortoise,Hex K13,Harpies,Harpies,0%
5435,477,Rusty Tortoise,Hex J13,Kraken,Kraken,14%
5436,575,Rusty Goose,Hex H13,Sharks,Sharks,7%
5436,575,Rusty Goose,Hex K15,Harpies,Harpies,7%
5436,575,Rusty Goose,Hex M15,Harpies,Harpies,14%
5436,575,Rusty Goose,Hex N15,Pirates,Pirates,0%
5437,467,Gray Swan,Hex P6,Iceberg,None,0%
5437,467,Gray Swan,Hex O5,Pirates,Pirates,0%
5437,467,Gray Swan,Hex N5,Pirates,Pirates,14%
5437,467,Gray Swan,Hex N5,Kraken,Kraken,20%
5437,467,Gray Swan,Hex N5,Iceberg,None,0%
5437,467,Gray Swan,Hex N5,Sharks,Sharks,0%
5437,467,Gray Swan,Hex N5,Storm,Storm,7%
5437,467,Gray Swan,Hex M4,Iceberg,None,0%
5437,467,Gray Swan,Hex M4,Dragon,Dragon,54%
5437,467,Gray Swan,Hex K4,Harpies,Harpies,7%
5437,467,Gray Swan,Hex K4,Storm,Storm,4%
5438,383,Purple Goose,Hex O6,Storm,Storm,25%
5438,383,Purple Goose,Hex N5,Pirates,Pirates,0%
5438,383,Purple Goose,Hex L5,Harpies,Harpies,20%
5438,383,Purple Goose,Hex L5,Iceberg,None,0%
5438,383,Purple Goose,Hex K5,Iceberg,None,0%
5438,383,Purple Goose,Hex K4,Pirates,Pirates,0%
5438,383,Purple Goose,Hex J3,Iceberg,None,0%
5439,552,Silver Goose,Hex I2,Iceberg,None,0%
5439,552,Silver Goose,Hex H1,Pirates,Pirates,0%
5439,552,Silver Goose,Hex H1,Iceberg,Iceberg,25%
5439,552,Silver Goose,Hex F1,Iceberg,None,0%
5439,552,Silver Goose,Hex E1,Kraken,Kraken,20%
5439,552,Silver Goose,Hex E1,Iceberg,Iceberg,20%
5439,552,Silver Goose,Hex E1,Storm,Storm,20%
5439,552,Silver Goose,Hex F1,Iceberg,None,0%
5439,552,Silver Goose,Hex H1,Reef,Reef,50%
5440,249,Rusty Diamond,Hex K9,Iceberg,None,0%
5440,249,Rusty Diamond,Hex K8,Reef,Reef,4%
5440,249,Rusty Diamond,Hex K7,Pirates,Pirates,0%
5440,249,Rusty Diamond,Hex K7,Iceberg,None,0%
5440,249,Rusty Diamond,Hex K6,Pirates,Pirates,14%
5440,249,Rusty Diamond,Hex K6,Iceberg,None,0%
5440,249,Rusty Diamond,Hex J5,Iceberg,None,0%
5441,185,Orange Diamond,Hex J14,Harpies,Harpies,0%
5441,185,Orange Diamond,Hex K16,Reef,Reef,17%
5441,185,Orange Diamond,Hex I15,Pirates,Pirates,7%
5441,185,Orange Diamond,Hex I15,Reef,Reef,4%
5441,185,Orange Diamond,Hex H13,Pirates,Pirates,30%
5442,533,Mopey Heart,Hex L15,Reef,Reef,17%
5442,533,Mopey Heart,Hex N15,Pirates,Pirates,47%
5443,523,Rusty Swan,Hex P7,Iceberg,None,0%
5443,523,Rusty Swan,Hex N7,Pirates,Pirates,14%
5443,523,Rusty Swan,Hex N7,Iceberg,None,0%
5443,523,Rusty Swan,Hex N7,Storm,Storm,7%
5443,523,Rusty Swan,Hex N8,Reef,Reef,4%
5443,523,Rusty Swan,Hex N8,Iceberg,None,0%
5444,429,Rusty Duck,Hex P6,Harpies,Harpies,10%
5444,429,Rusty Duck,Hex N5,Iceberg,None,0%
5444,429,Rusty Duck,Hex M4,Reef,Reef,5%
5444,429,Rusty Duck,Hex L4,Iceberg,None,0%
5445,571,Bloody Goose,Hex J5,Iceberg,Iceberg,10%
5445,571,Bloody Goose,Hex J6,Sharks,Sharks,0%
5445,571,Bloody Goose,Hex I7,Reef,Reef,4%
5445,571,Bloody Goose,Hex I7,Iceberg,None,0%
5445,571,Bloody Goose,Hex I8,Atlantean Merfolk,Sharks,4%
5445,571,Bloody Goose,Hex H9,Atlantean Merfolk,Merfolk,437%
5446,436,Red Falcon,Hex J4,Iceberg,None,0%
5446,436,Red Falcon,Hex K4,Iceberg,None,0%
5446,436,Red Falcon,Hex K4,Sharks,Sharks,5%
5446,436,Red Falcon,Hex K5,Iceberg,None,0%
5446,436,Red Falcon,Hex L6,Kraken,Kraken,20%
5446,436,Red Falcon,Hex M7,Iceberg,None,0%
5446,436,Red Falcon,Hex N8,Reef,Reef,10%
5446,436,Red Falcon,Hex N8,Sharks,Sharks,10%
5446,436,Red Falcon,Hex N9,Harpies,Harpies,0%
5446,436,Red Falcon,Hex O10,Reef,Reef,10%
5446,436,Red Falcon,Hex O10,Storm,Storm,0%
5447,535,Mopey Hind,Hex J3,Iceberg,None,0%
5447,535,Mopey Hind,Hex K4,Iceberg,None,0%
5447,535,Mopey Hind,Hex M6,Iceberg,Iceberg,25%
5447,535,Mopey Hind,Hex M7,Pirates,Pirates,20%
5447,535,Mopey Hind,Hex N9,Iceberg,None,0%
5447,535,Mopey Hind,Hex O10,Iceberg,None,0%
5447,535,Mopey Hind,Hex O11,Storm,Storm,5%
5447,535,Mopey Hind,Hex P12,Pirates,Pirates,20%
5448,177,Black Swan,Hex Q13,Sharks,Sharks,5%
5450,580,Green Tortoise,Hex O15,Harpies,Harpies,0%
5450,580,Green Tortoise,Hex O15,Storm,Storm,17%
5450,580,Green Tortoise,Hex I14,Reef,Reef,10%
5450,580,Green Tortoise,Hex I14,Storm,Storm,0%
5451,570,Silver Falcon,Hex P13,Reef,Reef,4%
