Voyage ID,Ship ID,Ship Name,Encounter Hex,Encounter Type,Damage Taken
6108,639,Gray Diamond,Hex L7,Sharks,7%
6108,639,Gray Diamond,Hex L8,Harpies,0%
6108,639,Gray Diamond,Hex K8,Reef,34%
6108,639,Gray Diamond,Hex K8,Wyrd Majick Fyre,24%
6108,639,Gray Diamond,Hex J9,Reef,4%
6108,639,Gray Diamond,Hex H12,Sharks,4%
6109,605,Purple Falcon,Hex Q5,Harpies,15%
6110,638,Bloody Heart,Hex P6,Harpies,0%
6110,638,Bloody Heart,Hex K4,Dragon,45%
6112,654,Gray Pearl,Hex J3,Harpies,0%
6112,654,Gray Pearl,Hex J3,Sharks,4%
6112,654,Gray Pearl,Hex K4,Iceberg,14%
6112,654,Gray Pearl,Hex K4,Merfolk,14%
6112,654,Gray Pearl,Hex L4,Sharks,4%
6112,654,Gray Pearl,Hex L5,Merfolk,0%
6112,654,Gray Pearl,Hex M6,Kraken,34%
6112,654,Gray Pearl,Hex O10,Sharks,0%
6112,654,Gray Pearl,Hex P13,Pirates,14%
6114,649,Bloody Duck,Hex I4,Sharks,0%
6114,649,Bloody Duck,Hex I8,Wyrd Majick Fyre,20%
6114,649,Bloody Duck,Hex H10,Sharks,5%
6114,649,Bloody Duck,Hex G11,Storm,35%
6114,649,Bloody Duck,Hex G12,Dragon,20%
6116,586,Mopey Tortoise,Hex P13,Harpies,0%
6116,586,Mopey Tortoise,Hex P13,Storm,5%
6116,586,Mopey Tortoise,Hex P12,Storm,10%
6116,586,Mopey Tortoise,Hex P10,Storm,0%
6116,586,Mopey Tortoise,Hex P9,Reef,20%
6116,586,Mopey Tortoise,Hex P8,Reef,5%
6117,600,Purple Diamond,Hex G12,Storm,30%
6117,600,Purple Diamond,Hex F11,Pirates,0%
6117,600,Purple Diamond,Hex E9,Kraken,0%
6117,600,Purple Diamond,Hex F10,Sharks,10%
6117,600,Purple Diamond,Hex F11,Storm,20%
6119,554,Mopey Falcon,Hex F16,Merfolk,0%
6119,554,Mopey Falcon,Hex E15,Merfolk,15%
6120,523,Rusty Swan,Hex H13,Storm,14%
6121,612,Red Duck,Hex P4,Storm,20%
6121,612,Red Duck,Hex K3,Iceberg,25%
6123,591,Scurvy Goose,Hex I4,Harpies,7%
6123,591,Scurvy Goose,Hex J6,Pirates,0%
6123,591,Scurvy Goose,Hex K8,Wyrd Majick Fyre,40%
6123,591,Scurvy Goose,Hex L10,Harpies,0%
6123,591,Scurvy Goose,Hex L10,Storm,0%
6123,591,Scurvy Goose,Hex O14,Sharks,0%
6124,640,Golden Hind,Hex I5,Merfolk,37%
6124,640,Golden Hind,Hex I9,Pirates,44%
6124,640,Golden Hind,Hex I9,Storm,4%
6125,423,Red Hind,Hex I4,Pirates,20%
6127,535,Mopey Hind,Hex P13,Reef,5%
6127,535,Mopey Hind,Hex P12,Reef,5%
6127,535,Mopey Hind,Hex P12,Storm,0%
6127,535,Mopey Hind,Hex N10,Storm,0%
6127,535,Mopey Hind,Hex L7,Kraken,20%
6127,535,Mopey Hind,Hex L6,Kraken,15%
6128,274,Orange Bottom,Hex G11,Pirates,0%
6128,274,Orange Bottom,Hex G11,Harpies,15%
6129,656,Bloody Tortoise,Hex H12,Storm,0%
6129,656,Bloody Tortoise,Hex J11,Storm,4%
6129,656,Bloody Tortoise,Hex L9,Reef,4%
6129,656,Bloody Tortoise,Hex M9,Reef,10%
6129,656,Bloody Tortoise,Hex N8,Pirates,24%
6129,656,Bloody Tortoise,Hex P6,Storm,0%
6130,556,Orange Duck,Hex P6,Storm,0%
6131,468,Scurvy Hind,Hex Q8,Pirates,25%
6131,468,Scurvy Hind,Hex Q8,Storm,5%
6132,539,Saucy Heart,Hex K4,Harpies,0%
6132,539,Saucy Heart,Hex K4,Iceberg,15%
6132,539,Saucy Heart,Hex P12,Reef,45%
6132,539,Saucy Heart,Hex P13,Reef,10%
6132,539,Saucy Heart,Hex Q14,Storm,15%
6133,452,Mopey Diamond,Hex M13,Pirates,0%
6134,514,Purple Tortoise,Hex N15,Storm,10%
6134,514,Purple Tortoise,Hex N14,Pirates,0%
6134,514,Purple Tortoise,Hex L10,Reef,4%
6134,514,Purple Tortoise,Hex L9,Harpies,7%
6134,514,Purple Tortoise,Hex L8,Sharks,0%
6134,514,Purple Tortoise,Hex J5,Storm,17%
6134,514,Purple Tortoise,Hex J4,Harpies,10%
6135,604,Saucy Falcon,Hex N14,Pirates,14%
6135,604,Saucy Falcon,Hex L13,Kraken,30%
6135,604,Saucy Falcon,Hex J13,Harpies,7%
6136,617,Gray Swan,Hex P12,Reef,10%
6136,617,Gray Swan,Hex P10,Reef,10%
6136,617,Gray Swan,Hex P10,Sharks,0%
6136,617,Gray Swan,Hex Q7,Harpies,0%
6139,641,Scurvy Heart,Hex E9,Kraken,34%
6139,641,Scurvy Heart,Hex E9,Sharks,0%
6139,641,Scurvy Heart,Hex G12,Pirates,24%
6140,538,Saucy Pearl,Hex H13,Pirates,0%
6140,538,Saucy Pearl,Hex J15,Pirates,0%
6140,538,Saucy Pearl,Hex J15,Harpies,0%
6140,538,Saucy Pearl,Hex N15,Sharks,0%
6140,538,Saucy Pearl,Hex O15,Storm,25%
6141,466,Orange Falcon,Hex Q9,Reef,20%
6141,466,Orange Falcon,Hex R9,Harpies,0%
6141,466,Orange Falcon,Hex R9,Reef,27%
6141,466,Orange Falcon,Hex Q8,Pirates,0%
6142,556,Orange Duck,Hex Q4,Pirates,0%
6143,185,Orange Diamond,Hex O7,Pirates,0%
6143,185,Orange Diamond,Hex N7,Storm,7%
6143,185,Orange Diamond,Hex K9,Sharks,7%
6143,185,Orange Diamond,Hex J10,Sharks,4%
6143,185,Orange Diamond,Hex I12,Sharks,7%
6143,185,Orange Diamond,Hex H12,Storm,10%
6144,580,Green Tortoise,Hex M4,Sharks,0%
6144,580,Green Tortoise,Hex P4,Harpies,0%
6144,580,Green Tortoise,Hex P4,Storm,14%
6145,632,Silver Goose,Hex K1,Storm,20%
6145,632,Silver Goose,Hex J3,Iceberg,10%
6148,502,Mopey Goose,Hex Q14,Storm,0%
6148,502,Mopey Goose,Hex P13,Reef,7%
6148,502,Mopey Goose,Hex P12,Reef,10%
6148,502,Mopey Goose,Hex P12,Sharks,0%
6148,502,Mopey Goose,Hex N10,Harpies,0%
6148,502,Mopey Goose,Hex M9,Reef,10%
6148,502,Mopey Goose,Hex L9,Dragon,4%
6148,502,Mopey Goose,Hex L9,Storm,0%
6148,502,Mopey Goose,Hex L8,Pirates,10%
6148,502,Mopey Goose,Hex J5,Iceberg,17%
6148,502,Mopey Goose,Hex J4,Dragon,20%
6150,637,Silver Duck,Hex K15,Pirates,30%
6150,637,Silver Duck,Hex N15,Sharks,5%
6151,594,Golden Diamond,Hex P6,Pirates,0%
6151,594,Golden Diamond,Hex L6,Iceberg,10%
6151,594,Golden Diamond,Hex M6,Kraken,30%
6152,584,Black Duck,Hex M4,Reef,30%
6152,584,Black Duck,Hex K4,Harpies,0%
6152,584,Black Duck,Hex K4,Iceberg,30%
6154,651,White Duck,Hex R13,Kraken,4%
6154,651,White Duck,Hex R13,Storm,17%
6154,651,White Duck,Hex S11,Kraken,20%
6154,651,White Duck,Hex S11,Sharks,0%
6154,651,White Duck,Hex S12,Kraken,0%
6154,651,White Duck,Hex R13,Sharks,7%
6154,651,White Duck,Hex R14,Storm,10%
6155,631,Green Heart,Hex Q14,Pirates,0%
6155,631,Green Heart,Hex Q14,Storm,5%
6155,631,Green Heart,Hex P11,Storm,20%
6155,631,Green Heart,Hex Q8,Sharks,0%
6156,566,Gray Goose,Hex I14,Reef,7%
6157,649,Bloody Duck,Hex G8,Kraken,15%
6157,649,Bloody Duck,Hex G7,Kraken,15%
6158,653,Green Pearl,Hex F14,Pirates,0%
6158,653,Green Pearl,Hex F14,Merfolk,24%
6158,653,Green Pearl,Hex C15,Harpies,4%
6158,653,Green Pearl,Hex C15,Reef,10%
6158,653,Green Pearl,Hex C15,Storm,0%
6158,653,Green Pearl,Hex D15,Storm,4%
6158,653,Green Pearl,Hex E15,Storm,10%
6158,653,Green Pearl,Hex F13,Storm,44%
6159,177,Black Swan,Hex M4,Harpies,0%
6159,177,Black Swan,Hex K4,Iceberg,15%
6160,469,Green Falcon,Hex L4,Reef,10%
6160,469,Green Falcon,Hex N4,Storm,30%
6160,469,Green Falcon,Hex N5,Kraken,15%
6162,660,Scurvy Tortoise,Hex J4,Storm,10%
6162,660,Scurvy Tortoise,Hex K4,Dragon,10%
6162,660,Scurvy Tortoise,Hex M5,Storm,0%
6162,660,Scurvy Tortoise,Hex O6,Sharks,0%
6164,626,Gray Tortoise,Hex O15,Pirates,17%
6164,626,Gray Tortoise,Hex K14,Pirates,7%
6164,626,Gray Tortoise,Hex K14,Sharks,7%
6164,626,Gray Tortoise,Hex J13,Kraken,4%
6164,626,Gray Tortoise,Hex I13,Sharks,4%
6165,640,Golden Hind,Hex H10,Kraken,0%
6165,640,Golden Hind,Hex H7,Harpies,14%
6165,640,Golden Hind,Hex H6,Harpies,14%
6166,351,Mopey Pearl,Hex F14,Storm,0%
6168,624,Purple Pearl,Hex O2,Iceberg,20%
6168,624,Purple Pearl,Hex O2,Storm,0%
6168,624,Purple Pearl,Hex O3,Harpies,0%
6171,612,Red Duck,Hex G4,Harpies,15%
6172,587,Gray Falcon,Hex J4,Sharks,10%
6172,587,Gray Falcon,Hex N6,Pirates,25%
6173,462,White Swan,Hex Q14,Sharks,0%
6173,462,White Swan,Hex Q14,Dragon,0%
6173,462,White Swan,Hex Q8,Pirates,20%
6173,462,White Swan,Hex Q8,Storm,4%
6174,600,Purple Diamond,Hex L9,Reef,5%
6174,600,Purple Diamond,Hex N8,Reef,15%
6174,600,Purple Diamond,Hex N7,Sharks,5%
6175,554,Mopey Falcon,Hex G9,Harpies,0%
6175,554,Mopey Falcon,Hex G8,Sharks,0%
6175,554,Mopey Falcon,Hex G7,Kraken,50%
6175,554,Mopey Falcon,Hex H6,Kraken,0%
6176,611,Red Bottom,Hex F10,Kraken,5%
6176,611,Red Bottom,Hex G7,Sharks,0%
6176,611,Red Bottom,Hex H6,Harpies,10%
6176,611,Red Bottom,Hex I4,Dragon,20%
6178,585,Red Swan,Hex P5,Harpies,0%
6178,585,Red Swan,Hex O4,Pirates,10%
6178,585,Red Swan,Hex J3,Storm,4%
6181,602,Gray Heart,Hex I4,Pirates,30%
6181,602,Gray Heart,Hex I4,Harpies,4%
6181,602,Gray Heart,Hex H4,Reef,4%
6181,602,Gray Heart,Hex G6,Merfolk,0%
6181,602,Gray Heart,Hex G6,Harpies,4%
6181,602,Gray Heart,Hex G6,Merfolk,0%
6181,602,Gray Heart,Hex H6,Pirates,10%
6181,602,Gray Heart,Hex H6,Kraken,34%
6182,636,Gray Hind,Hex O15,Dragon,15%
6183,539,Saucy Heart,Hex Q14,Harpies,0%
6183,539,Saucy Heart,Hex Q9,Reef,15%
6184,609,Bloody Bottom,Hex Q15,Storm,25%
6184,609,Bloody Bottom,Hex R13,Kraken,0%
6184,609,Bloody Bottom,Hex R13,Sharks,5%
6185,614,Green Duck,Hex L15,Pirates,0%
6185,614,Green Duck,Hex L15,Reef,15%
6187,656,Bloody Tortoise,Hex O6,Storm,17%
6187,656,Bloody Tortoise,Hex N6,Storm,10%
6187,656,Bloody Tortoise,Hex L7,Kraken,4%
6187,656,Bloody Tortoise,Hex I9,Pirates,20%
6188,638,Bloody Heart,Hex I4,Sharks,5%
6189,659,Orange Swan,Hex I7,Harpies,0%
6189,659,Orange Swan,Hex I7,Reef,30%
6189,659,Orange Swan,Hex I8,Reef,27%
6189,659,Orange Swan,Hex I10,Sharks,0%
6189,659,Orange Swan,Hex H11,Storm,20%
6190,632,Silver Goose,Hex I6,Sharks,5%
6190,632,Silver Goose,Hex I4,Harpies,0%
6191,664,White Bottom,Hex H7,Merfolk,64%
6191,664,White Bottom,Hex H11,Sharks,7%
6192,663,Red Pearl,Hex S15,Storm,0%
6193,637,Silver Duck,Hex R11,Kraken,0%
6193,637,Silver Duck,Hex R11,Sharks,5%
6194,635,White Hind,Hex N16,Pirates,40%
6195,604,Saucy Falcon,Hex F12,Sharks,0%
6195,604,Saucy Falcon,Hex E11,Pirates,74%
6195,604,Saucy Falcon,Hex E9,Storm,7%
6196,639,Gray Diamond,Hex C13,Harpies,7%
6197,452,Mopey Diamond,Hex H9,Pirates,14%
6197,452,Mopey Diamond,Hex I8,Reef,17%
6198,362,Orange Heart,Hex G12,Storm,10%
6198,362,Orange Heart,Hex G11,Harpies,0%
6198,362,Orange Heart,Hex G9,Pirates,55%
6198,362,Orange Heart,Hex G9,Sharks,10%
6198,362,Orange Heart,Hex G9,Storm,5%
6198,362,Orange Heart,Hex G8,Kraken,0%
6198,362,Orange Heart,Hex G7,Sharks,0%
6198,362,Orange Heart,Hex H6,Kraken,0%
6199,466,Orange Falcon,Hex R4,Harpies,7%
6201,566,Gray Goose,Hex P13,Sharks,0%
6201,566,Gray Goose,Hex P12,Pirates,44%
6201,566,Gray Goose,Hex O11,Storm,10%
6203,645,Rusty Heart,Hex O14,Reef,15%
6203,645,Rusty Heart,Hex N13,Reef,25%
6204,593,Green Swan,Hex G12,Pirates,0%
6204,593,Green Swan,Hex G12,Sharks,7%
6204,593,Green Swan,Hex G7,Kraken,14%
6204,593,Green Swan,Hex H6,Kraken,27%
6204,593,Green Swan,Hex H6,Sharks,0%
6204,593,Green Swan,Hex H6,Storm,4%
6205,653,Green Pearl,Hex E13,Harpies,0%
6205,653,Green Pearl,Hex C13,Pirates,20%
6205,653,Green Pearl,Hex C13,Reef,4%
6205,653,Green Pearl,Hex C13,Sharks,0%
6205,653,Green Pearl,Hex E13,Pirates,17%
6206,641,Scurvy Heart,Hex G11,Pirates,10%
6206,641,Scurvy Heart,Hex H10,Merfolk,0%
6206,641,Scurvy Heart,Hex H10,Sharks,7%
6206,641,Scurvy Heart,Hex H9,Merfolk,0%
6206,641,Scurvy Heart,Hex I6,Harpies,0%
6207,504,Golden Falcon,Hex P6,Pirates,17%
6207,504,Golden Falcon,Hex K9,Storm,0%
6207,504,Golden Falcon,Hex I11,Sharks,0%
6207,504,Golden Falcon,Hex H12,Pirates,0%
6208,579,Gray Bottom,Hex M4,Harpies,0%
6208,579,Gray Bottom,Hex M4,Dragon,27%
6208,579,Gray Bottom,Hex M4,Storm,0%
6208,579,Gray Bottom,Hex J3,Storm,14%
6210,634,Purple Heart,Hex H7,Storm,5%
6211,584,Black Duck,Hex J5,Storm,20%
6212,577,Silver Diamond,Hex Q14,Pirates,0%
6212,577,Silver Diamond,Hex Q9,Sharks,4%
6212,577,Silver Diamond,Hex Q8,Reef,27%
6213,570,Silver Falcon,Hex M15,Harpies,0%
6214,274,Orange Bottom,Hex F14,Sharks,10%
6216,626,Gray Tortoise,Hex F11,Sharks,4%
6216,626,Gray Tortoise,Hex G8,Kraken,40%
6216,626,Gray Tortoise,Hex G7,Harpies,4%
6216,626,Gray Tortoise,Hex G7,Storm,0%
6216,626,Gray Tortoise,Hex H6,Storm,20%
6218,556,Orange Duck,Hex P4,Pirates,0%
6218,556,Orange Duck,Hex O4,Kraken,10%
6218,556,Orange Duck,Hex O4,Sharks,10%
6218,556,Orange Duck,Hex P6,Sharks,0%
6219,660,Scurvy Tortoise,Hex N5,Kraken,30%
6219,660,Scurvy Tortoise,Hex K5,Pirates,15%
6222,429,Rusty Duck,Hex R12,Kraken,15%
6222,429,Rusty Duck,Hex R11,Kraken,0%
6222,429,Rusty Duck,Hex R11,Kraken,0%
6223,591,Scurvy Goose,Hex O15,Harpies,14%
6224,535,Mopey Hind,Hex I14,Sharks,0%
6224,535,Mopey Hind,Hex I14,Storm,0%
6224,535,Mopey Hind,Hex K15,Storm,5%
6224,535,Mopey Hind,Hex O15,Harpies,0%
6225,647,White Pearl,Hex I13,Sharks,5%
6225,647,White Pearl,Hex J14,Pirates,70%
6225,647,White Pearl,Hex I13,Harpies,10%
6227,652,Scurvy Diamond,Hex I10,Sharks,0%
6227,652,Scurvy Diamond,Hex I9,Reef,17%
6227,652,Scurvy Diamond,Hex I8,Reef,7%
6227,652,Scurvy Diamond,Hex H6,Kraken,67%
6227,652,Scurvy Diamond,Hex I4,Harpies,7%
6228,661,Purple Duck,Hex P5,Storm,0%
6228,661,Purple Duck,Hex O4,Kraken,40%
6229,587,Gray Falcon,Hex O4,Kraken,5%
6229,587,Gray Falcon,Hex L4,Reef,5%
6229,587,Gray Falcon,Hex J3,Pirates,20%
6230,617,Gray Swan,Hex N7,Storm,0%
6230,617,Gray Swan,Hex O6,Dragon,10%
6232,554,Mopey Falcon,Hex K5,Harpies,0%
6232,554,Mopey Falcon,Hex M5,Sharks,0%
6233,602,Gray Heart,Hex I6,Pirates,0%
6233,602,Gray Heart,Hex I10,Harpies,0%
6234,575,Rusty Goose,Hex M4,Pirates,40%
6234,575,Rusty Goose,Hex M4,Storm,14%
6234,575,Rusty Goose,Hex L4,Pirates,20%
6234,575,Rusty Goose,Hex J3,Harpies,4%
6236,216,White Goose,Hex P13,Reef,14%
6237,636,Gray Hind,Hex P13,Sharks,0%
6237,636,Gray Hind,Hex Q12,Storm,30%
6237,636,Gray Hind,Hex R10,Pirates,20%
6241,314,Red Diamond,Hex P7,Pirates,0%
6241,314,Red Diamond,Hex P7,Sharks,0%
6241,314,Red Diamond,Hex O7,Sharks,10%
6241,314,Red Diamond,Hex P6,Pirates,0%
6242,611,Red Bottom,Hex L6,Storm,15%
6242,611,Red Bottom,Hex M6,Dragon,20%
6242,611,Red Bottom,Hex N6,Storm,0%
6244,614,Green Duck,Hex K13,Harpies,10%
6244,614,Green Duck,Hex L13,Pirates,0%
6244,614,Green Duck,Hex J13,Kraken,15%
6244,614,Green Duck,Hex J13,Merfolk,30%
6245,669,Black Heart,Hex G12,Harpies,4%
6245,669,Black Heart,Hex F9,Pirates,27%
6245,669,Black Heart,Hex G8,Pirates,0%
6245,669,Black Heart,Hex G7,Kraken,10%
6245,669,Black Heart,Hex H6,Harpies,0%
6245,669,Black Heart,Hex H6,Sharks,4%
6245,669,Black Heart,Hex H5,Pirates,30%
6245,669,Black Heart,Hex H5,Dragon,0%
6245,669,Black Heart,Hex I4,Sharks,0%
6246,604,Saucy Falcon,Hex I14,Sharks,7%
6246,604,Saucy Falcon,Hex H13,Harpies,14%
6248,533,Mopey Heart,Hex P5,Storm,17%
6248,533,Mopey Heart,Hex O4,Harpies,0%
6248,533,Mopey Heart,Hex O4,Kraken,54%
6248,533,Mopey Heart,Hex K3,Reef,10%
6249,644,Saucy Swan,Hex P6,Harpies,14%
6249,644,Saucy Swan,Hex O6,Sharks,4%
6249,644,Saucy Swan,Hex N6,Storm,0%
6249,644,Saucy Swan,Hex M6,Storm,14%
6250,572,Silver Tortoise,Hex O5,Storm,0%
6251,662,Green Goose,Hex J10,Harpies,4%
6252,177,Black Swan,Hex J2,Iceberg,15%
6252,177,Black Swan,Hex J2,Iceberg,25%
6252,177,Black Swan,Hex J2,Sharks,10%
6254,663,Red Pearl,Hex Q13,Harpies,5%
6254,663,Red Pearl,Hex Q13,Storm,25%
6255,523,Rusty Swan,Hex R12,Storm,10%
6255,523,Rusty Swan,Hex R11,Wyrd Majick Fyre,0%
6255,523,Rusty Swan,Hex Q9,Reef,10%
6255,523,Rusty Swan,Hex Q8,Pirates,0%
6255,523,Rusty Swan,Hex Q8,Reef,20%
6255,523,Rusty Swan,Hex Q7,Sharks,0%
6256,250,Black Goose,Hex M13,Dragon,10%
6256,250,Black Goose,Hex O15,Storm,0%
6257,667,Scurvy Swan,Hex G10,Sharks,0%
6257,667,Scurvy Swan,Hex H5,Sharks,4%
6257,667,Scurvy Swan,Hex I4,Harpies,0%
6258,653,Green Pearl,Hex I13,Storm,4%
6258,653,Green Pearl,Hex J14,Dragon,4%
6258,653,Green Pearl,Hex J15,Sharks,7%
6258,653,Green Pearl,Hex K15,Pirates,0%
6258,653,Green Pearl,Hex K15,Harpies,0%
6258,653,Green Pearl,Hex L15,Storm,4%
6259,639,Gray Diamond,Hex F10,Storm,10%
6259,639,Gray Diamond,Hex E9,Kraken,40%
6259,639,Gray Diamond,Hex F11,Storm,20%
6260,600,Purple Diamond,Hex O4,Pirates,0%
6260,600,Purple Diamond,Hex L4,Harpies,0%
6260,600,Purple Diamond,Hex K3,Pirates,25%
6260,600,Purple Diamond,Hex K3,Reef,25%
6260,600,Purple Diamond,Hex K3,Storm,10%
6261,469,Green Falcon,Hex N8,Reef,5%
6261,469,Green Falcon,Hex N7,Sharks,0%
6263,468,Scurvy Hind,Hex Q5,Storm,25%
6264,423,Red Hind,Hex H1,Pirates,10%
6265,452,Mopey Diamond,Hex J4,Harpies,10%
6265,452,Mopey Diamond,Hex H11,Storm,0%
6269,504,Golden Falcon,Hex G11,Harpies,7%
6269,504,Golden Falcon,Hex H10,Sharks,4%
6269,504,Golden Falcon,Hex H8,Pirates,10%
6269,504,Golden Falcon,Hex H7,Pirates,57%
6269,504,Golden Falcon,Hex H6,Kraken,7%
6269,504,Golden Falcon,Hex H5,Sharks,0%
6270,656,Bloody Tortoise,Hex G10,Storm,0%
6270,656,Bloody Tortoise,Hex F9,Kraken,20%
6270,656,Bloody Tortoise,Hex H6,Kraken,4%
6272,274,Orange Bottom,Hex G10,Sharks,0%
6272,274,Orange Bottom,Hex H7,Storm,15%
6272,274,Orange Bottom,Hex H5,Storm,15%
6273,624,Purple Pearl,Hex P9,Reef,15%
6273,624,Purple Pearl,Hex P9,Sharks,0%
6273,624,Purple Pearl,Hex P13,Harpies,0%
6275,585,Red Swan,Hex K3,Reef,27%
6275,585,Red Swan,Hex L4,Harpies,0%
6275,585,Red Swan,Hex L5,Sharks,7%
6275,585,Red Swan,Hex M6,Kraken,14%
6275,585,Red Swan,Hex O6,Pirates,0%
6276,641,Scurvy Heart,Hex K4,Sharks,0%
6276,641,Scurvy Heart,Hex L4,Reef,4%
6276,641,Scurvy Heart,Hex M4,Reef,20%
6276,641,Scurvy Heart,Hex M4,Sharks,0%
6277,579,Gray Bottom,Hex I5,Pirates,14%
6277,579,Gray Bottom,Hex J6,Storm,17%
6277,579,Gray Bottom,Hex I7,Storm,14%
6277,579,Gray Bottom,Hex H11,Pirates,24%
6277,579,Gray Bottom,Hex H12,Harpies,7%
6278,353,Green Diamond,Hex N15,Sharks,10%
6278,353,Green Diamond,Hex M14,Harpies,0%
6278,353,Green Diamond,Hex J13,Sharks,5%
6279,648,White Tortoise,Hex J13,Harpies,0%
6280,535,Mopey Hind,Hex S16,Kraken,30%
6280,535,Mopey Hind,Hex S16,Sharks,0%
6280,535,Mopey Hind,Hex R15,Pirates,20%
6280,535,Mopey Hind,Hex Q15,Storm,0%
6281,614,Green Duck,Hex H10,Harpies,0%
6281,614,Green Duck,Hex H6,Kraken,20%
6281,614,Green Duck,Hex I4,Storm,0%
6282,602,Gray Heart,Hex H13,Harpies,0%
6282,602,Gray Heart,Hex H13,Storm,0%
6282,602,Gray Heart,Hex O15,Storm,7%
6283,556,Orange Duck,Hex O4,Kraken,45%
6284,661,Purple Duck,Hex O2,Iceberg,4%
6284,661,Purple Duck,Hex N1,Iceberg,7%
6284,661,Purple Duck,Hex O2,Sharks,0%
6285,586,Mopey Tortoise,Hex N7,Reef,10%
6285,586,Mopey Tortoise,Hex L9,Sharks,10%
6285,586,Mopey Tortoise,Hex L10,Reef,5%
6285,586,Mopey Tortoise,Hex L10,Merfolk,25%
6286,593,Green Swan,Hex J4,Storm,0%
6286,593,Green Swan,Hex J5,Pirates,0%
6286,593,Green Swan,Hex J5,Storm,10%
6286,593,Green Swan,Hex J5,Pirates,10%
6287,640,Golden Hind,Hex H2,Reef,14%
6287,640,Golden Hind,Hex G2,Reef,7%
6287,640,Golden Hind,Hex G2,Iceberg,17%
6287,640,Golden Hind,Hex E2,Kraken,30%
6288,514,Purple Tortoise,Hex H10,Storm,0%
6289,652,Scurvy Diamond,Hex I6,Storm,0%
6289,652,Scurvy Diamond,Hex H9,Storm,0%
6290,216,White Goose,Hex Q11,Pirates,0%
6290,216,White Goose,Hex R10,Sharks,0%
6292,570,Silver Falcon,Hex P13,Reef,7%
6292,570,Silver Falcon,Hex P13,Storm,14%
6292,570,Silver Falcon,Hex Q11,Harpies,0%
6292,570,Silver Falcon,Hex Q14,Storm,14%
6296,647,White Pearl,Hex I11,Kraken,20%
6296,647,White Pearl,Hex I11,Storm,10%
6298,636,Gray Hind,Hex O5,Iceberg,30%
6298,636,Gray Hind,Hex N4,Storm,0%
6299,577,Silver Diamond,Hex Q8,Reef,4%
6299,577,Silver Diamond,Hex Q8,Reef,27%
6302,660,Scurvy Tortoise,Hex L4,Reef,20%
6304,612,Red Duck,Hex J6,Pirates,15%
6305,587,Gray Falcon,Hex I6,Iceberg,25%
6305,587,Gray Falcon,Hex I8,Reef,5%
6305,587,Gray Falcon,Hex H10,Kraken,0%
6305,587,Gray Falcon,Hex H10,Storm,10%
6306,651,White Duck,Hex P12,Pirates,0%
6306,651,White Duck,Hex P7,Pirates,10%
6307,645,Rusty Heart,Hex O11,Storm,30%
6307,645,Rusty Heart,Hex K6,Harpies,5%
6307,645,Rusty Heart,Hex J5,Storm,5%
6308,666,Orange Hind,Hex O15,Harpies,0%
6308,666,Orange Hind,Hex N15,Pirates,0%
6308,666,Orange Hind,Hex N15,Sharks,0%
6308,666,Orange Hind,Hex N15,Storm,0%
6308,666,Orange Hind,Hex L15,Reef,10%
6309,654,Gray Pearl,Hex O14,Harpies,7%
6309,654,Gray Pearl,Hex O14,Reef,10%
6309,654,Gray Pearl,Hex N13,Reef,7%
6309,654,Gray Pearl,Hex N13,Sharks,7%
6310,662,Green Goose,Hex I11,Kraken,54%
6310,662,Green Goose,Hex M7,Sharks,0%
6310,662,Green Goose,Hex M7,Storm,7%
6311,604,Saucy Falcon,Hex G9,Sharks,0%
6311,604,Saucy Falcon,Hex G12,Sharks,0%
6313,675,Red Goose,Hex O4,Kraken,30%
6313,675,Red Goose,Hex N4,Storm,7%
6313,675,Red Goose,Hex L4,Reef,7%
6313,675,Red Goose,Hex K3,Pirates,0%
6315,466,Orange Falcon,Hex P7,Pirates,10%
6315,466,Orange Falcon,Hex O7,Harpies,0%
6315,466,Orange Falcon,Hex O7,Reef,4%
6315,466,Orange Falcon,Hex O7,Sharks,0%
6315,466,Orange Falcon,Hex N7,Sharks,4%
6315,466,Orange Falcon,Hex M8,Pirates,7%
6315,466,Orange Falcon,Hex K9,Sharks,4%
6315,466,Orange Falcon,Hex K10,Pirates,0%
6315,466,Orange Falcon,Hex I12,Sharks,0%
6316,502,Mopey Goose,Hex I6,Harpies,0%
6316,502,Mopey Goose,Hex I9,Wyrd Majick Fyre,50%
6317,584,Black Duck,Hex J6,Iceberg,20%
6317,584,Black Duck,Hex J6,Sharks,0%
6317,584,Black Duck,Hex I10,Sharks,15%
6318,650,Rusty Bottom,Hex G2,Reef,10%
6318,650,Rusty Bottom,Hex H2,Storm,0%
6319,362,Orange Heart,Hex I5,Iceberg,10%
6319,362,Orange Heart,Hex I8,Reef,20%
6319,362,Orange Heart,Hex I9,Storm,5%
6319,362,Orange Heart,Hex I10,Storm,0%
6321,673,Purple Hind,Hex O14,Storm,5%
6322,663,Red Pearl,Hex N15,Storm,10%
6323,452,Mopey Diamond,Hex H12,Storm,7%
6323,452,Mopey Diamond,Hex I9,Storm,7%
6323,452,Mopey Diamond,Hex I10,Storm,10%
6324,639,Gray Diamond,Hex J13,Harpies,0%
6324,639,Gray Diamond,Hex M14,Sharks,0%
6326,314,Red Diamond,Hex N5,Merfolk,4%
6326,314,Red Diamond,Hex N4,Pirates,17%
6326,314,Red Diamond,Hex K3,Reef,14%
