Voyage ID,Origin Port,Date,Planned Route,Ship ID,Ship Name,Ship Type,Captain Name,Weeks Since Last Voyage,Voyage Destination,Voyage Purpose,Damage Taken
5884,Hex I3,November 1418 Week 3,I3-I4-H5-G5-H5-I4-I3,400,Mopey Tortoise,Dhow,Baron Otto von Schonbern,4,Hex G5,Fishing,65%
5885,Hex I3,November 1418 Week 3,I3-I4-H5-H6-G7-H6-H5-I4-I3,515,Golden Bottom,Barquentine,Neil Callahan,7,Hex G7,Fishing,15%
5886,Hex I3,November 1418 Week 3,I3-J3-K4-K5-L6-K6-J5-J4-I3,569,Red Diamond,Galleon,Conall Teague,5,Hex L6,Scouting,60%
5887,Hex P15,November 1418 Week 4,P15-Q14-P13-P12-O11-P12-P13-Q14-P15,545,Orange Diamond,Galleon,Conor Malone,7,Hex O11,Fishing,4%
5888,Hex P15,November 1418 Week 4,P15-O15-O14-N13-N12-M11-N12-N13-O14-O15-P15,527,Rusty Heart,Galleon,Count Siegfried von Zelig,7,Hex M11,Fishing,Destroyed
5889,Hex G13,November 1418 Week 4,G13-G12-G11-H10-H9-H8-H7-I6-I5-I4-I3,509,White Goose,Barquentine,Kelly Cullen,13,Hex I3,Cargo: Magefruit,0%
5890,Hex G13,November 1418 Week 4,G13-F13-F12-E11-E10-E11-F12-F13-G13,452,White Diamond,Dhow,Baron Ulbrecht von Alfeldt,11,Hex E10,Scouting,Destroyed
5891,Hex G13,November 1418 Week 4,G13-H12-G11-H10-H11-H12-G13,533,Green Heart,Dhow,Brandon Blake,5,Hex H10,Fishing,15%
5892,Hex G13,November 1418 Week 4,G13-F13-E13-D13-C13-D13-E13-F13-G13,401,Gray Goose,Barquentine,Brandon Teague,7,Hex C13,Scouting,20%
5893,Hex Q6,November 1418 Week 4,Q6-Q7-Q8-Q9-Q10-P11-Q12-Q13-Q14-P15,547,Saucy Duck,Barquentine,Brandon Keating,9,Hex P15,Cargo: Scrolls,35%
5894,Hex Q6,November 1418 Week 4,Q6-P6-O5-N5-M5-L5-M6-N6-O6-P6-Q6,458,Mopey Heart,Galleon,Patrick Reagan,22,Hex L5,Fishing,4%
5895,Hex Q6,November 1418 Week 4,Q6-P7-O7-N7-N8-M8-L9-K9-J9-I9-I10-H11-H12-G13,591,Saucy Falcon,Barquentine,Count Rudolf von Chlodwig,10002,Hex G13,Cargo: Scrolls,90%
5896,Hex Q6,November 1418 Week 4,Q6-Q7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,586,Black Heart,Carrack,Rick Teague,10009,Hex P15,Cargo: Scrolls,50%
5897,Hex I3,November 1418 Week 4,I3-I4-I5-J6-J7-K8-K9-L10-L11-M12-M13-N13-O14-O15-P15,383,Orange Bottom,Galleon,Kelly Malone,9,Hex P15,Cargo: Mythril,94%
5898,Hex I3,November 1418 Week 4,I3-I4-H4-G5-F5-E5-F4-G4-H4-I4-I3,456,Bloody Tortoise,Galleon,Count Schaeffer von Chlodwig,10,Hex E5,Fishing,60%
5899,Hex P15,November 1418 Week 1,P15-Q14-Q13-Q12-P13-Q14-P15,594,Silver Swan,Dhow,Sir Karl von Reinhardt,9999,Hex Q12,Fishing,0%
5900,Hex P15,November 1418 Week 1,P15-Q14-P13-Q12-P11-P10-P9-Q8-Q7-Q6,378,Silver Diamond,Carrack,Sir Alberich von Lundorf,5,Hex Q6,Cargo: Darkwood,10%
5901,Hex P15,November 1418 Week 1,P15-Q14-Q13-Q12-P11-P10-P9-Q8-P7-Q6,587,Black Bottom,Carrack,Brandon Reagan,5,Hex Q6,Cargo: Darkwood,94%
5902,Hex G13,November 1418 Week 1,G13-G12-F12-E12-E13-F13-G13,593,Gray Duck,Dhow,Brandon Cullen,10001,Hex E12,Fishing,25%
5903,Hex G13,November 1418 Week 1,G13-H12-H11-I10-J10-K10-K9-L8-L7-M7-N6-O6-P6-Q6,376,Red Hind,Galleon,Baron Ulbrecht von Glucksberg,4,Hex Q6,Cargo: Redstone,57%
5904,Hex G13,November 1418 Week 1,G13-H13-I14-I15-J15-K15-L15-M15-N15-O15-P15,549,Golden Diamond,Carrack,Brandon Buchanan,6,Hex P15,Cargo: Redstone,80%
5905,Hex Q6,November 1418 Week 1,Q6-P6-O6-N6-M6-N6-O6-P6-Q6,553,Saucy Diamond,Barquentine,Conor Hogan,4,Hex M6,Scouting,30%
5906,Hex I3,November 1418 Week 1,I3-J4-I5-I6-H7-I8-I9-I10-H11-H12-G13,580,Orange Tortoise,Barquentine,Lord Schaeffer von Lundorf,7,Hex G13,Cargo: Mythril,35%
5907,Hex I3,November 1418 Week 1,I3-J4-K4-K5-L6-L7-M7-N8-N9-O10-O11-P12-P13-Q14-P15,356,Red Duck,Galleon,Patrick Aubrey,7,Hex P15,Cargo: Mythril,Destroyed
5908,Hex I3,November 1418 Week 1,I3-I4-I5-J6-J7-K8-K9-L10-L11-M11-N12-N13-O14-O15-P15,576,Red Swan,Barquentine,Jack Buchanan,7,Hex P15,Cargo: Mythril,15%
5909,Hex P15,December 1418 Week 2,P15-O15-O14-N13-M13-L13-M14-N14-N15-O15-P15,460,Black Hind,Galleon,Seamus Teague,9,Hex L13,Fishing,24%
5910,Hex G13,December 1418 Week 2,G13-F13-E13-E12-E13-F13-G13,461,Saucy Heart,Dhow,Ryan MacDougal,5,Hex E12,Fishing,50%
5911,Hex G13,December 1418 Week 2,G13-G12-G11-G10-F9-F8-F9-G10-F11-G12-G13,518,Rusty Goose,Galleon,Sir Ernst von Glucksberg,12,Hex F8,Scouting,60%
5912,Hex G13,December 1418 Week 2,G13-G12-F11-G10-G9-G10-G11-G12-G13,58,Green Duck,Galleon,Bryan Buchanan,11,Hex G9,Fishing,0%
5913,Hex Q6,December 1418 Week 2,Q6-P7-P8-P9-P10-O11-P12-P13-Q14-P15,570,Mopey Swan,Dhow,Kelly Hogan,6,Hex P15,Cargo: Magefruit,55%
5914,Hex Q6,December 1418 Week 2,Q6-P5-P4-O3-O2-N1-O2-O3-P4-P5-Q6,490,Mopey Pearl,Galleon,Conor O'Connell,19,Hex N1,Scouting,17%
5915,Hex I3,December 1418 Week 2,I3-J4-K4-L4-M4-N4-M4-L4-K3-J3-I3,542,Mopey Duck,Galleon,Neil Teague,12,Hex N4,Scouting,24%
5916,Hex I3,December 1418 Week 2,I3-I4-H5-G5-F5-G4-H4-I4-I3,512,Gray Tortoise,Dhow,Killian Blake,5,Hex F5,Fishing,10%
5917,Hex P15,December 1418 Week 3,P15-Q14-Q13-R12-Q11-Q10-P11-P12-P13-Q14-P15,595,Silver Heart,Barquentine,Count Dietrich von Kaulbach,10001,Hex Q10,Fishing,20%
5918,Hex P15,December 1418 Week 3,P15-Q14-P13-Q12-Q11-Q10-P9-Q8-Q7-Q6,572,Saucy Tortoise,Carrack,Neil O'Connell,4,Hex Q6,Cargo: Blackwine,17%
5919,Hex P15,December 1418 Week 3,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,584,Green Falcon,Barquentine,Ryan O'Connell,10,Hex G13,Cargo: Darkwood,35%
5920,Hex G13,December 1418 Week 3,G13-H13-I14-I15-J16-I15-I14-H13-G13,585,Orange Swan,Carrack,Lord Dietrich von Bismarck,16,Hex J16,Scouting,0%
5921,Hex G13,December 1418 Week 3,G13-G12-G11-H10-H9-I8-I7-J6-J5-J4-I3,546,Rusty Pearl,Carrack,Dyllon Reagan,8,Hex I3,Cargo: Magefruit,67%
5922,Hex Q6,December 1418 Week 3,Q6-Q7-Q8-P9-P8-P7-Q6,530,Black Pearl,Dhow,Jack Aubrey,6,Hex P9,Fishing,0%
5923,Hex Q6,December 1418 Week 3,Q6-P5-O5-N5-M5-M4-L4-K4-J3-I3,525,Green Tortoise,Dhow,Sir Rudolf von Schneider,20,Hex I3,Cargo: Magefruit,30%
5924,Hex Q6,December 1418 Week 3,Q6-Q5-R4-R3-S2-S1-S2-R3-R4-Q5-Q6,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,11,Hex S1,Fishing,20%
5925,Hex Q6,December 1418 Week 3,Q6-P5-Q4-Q3-R4-Q5-Q6,574,Bloody Pearl,Dhow,Jack Aubrey,11,Hex Q3,Fishing,80%
5926,Hex I3,December 1418 Week 3,I3-J3-K4-L4-L5-M6-M7-N8-N9-O10-O11-P12-P13-Q14-P15,347,Green Diamond,Barquentine,Conor Buchanan,7,Hex P15,Cargo: Mythril,70%
5927,Hex I3,December 1418 Week 3,I3-J4-I5-J6-I7-J6-I5-I4-I3,551,Bloody Falcon,Dhow,Killian Hogan,7,Hex I7,Fishing,30%
5928,Hex I3,December 1418 Week 3,I3-I4-H5-G5-G6-F7-G6-H6-H5-I4-I3,407,Golden Hind,Barquentine,Lord Otto von Kaulbach,9,Hex F7,Scouting,50%
5929,Hex I3,December 1418 Week 3,I3-J4-J5-J6-I7-I8-I7-J6-J5-J4-I3,569,Red Diamond,Galleon,Conall Teague,4,Hex I8,Fishing,64%
5930,Hex P15,December 1418 Week 4,P15-Q15-R15-S15-R15-Q15-P15,470,Rusty Tortoise,Dhow,Kelly Reagan,7,Hex S15,Fishing,30%
5931,Hex P15,December 1418 Week 4,P15-Q14-P13-Q12-P11-Q10-Q9-Q8-Q7-Q6,586,Black Heart,Carrack,Rick Teague,4,Hex Q6,Cargo: Blackwine,60%
5932,Hex P15,December 1418 Week 4,P15-P16-O16-N16-N15-O15-P15,420,Black Swan,Dhow,Count Konrad von Schonbern,7,Hex N16,Fishing,0%
5933,Hex G13,December 1418 Week 4,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,499,Red Goose,Galleon,Killian Sweeney,33,Hex I3,Cargo: Magefruit,44%
5934,Hex G13,December 1418 Week 4,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,563,Purple Diamond,Galleon,Kelly Flyn,8,Hex I3,Cargo: Magefruit,57%
5935,Hex G13,December 1418 Week 4,G13-H12-I12-I11-J11-K10-K9-L8-L7-M7-N6-O6-P6-Q6,497,Golden Swan,Galleon,Bryan Cullen,14,Hex Q6,Cargo: Redstone,4%
5936,Hex G13,December 1418 Week 4,G13-H12-G11-G10-F9-G8-G7-H6-H5-I4-I3,401,Gray Goose,Barquentine,Brandon Teague,4,Hex I3,Cargo: Magefruit,90%
5937,Hex Q6,December 1418 Week 4,Q6-P5-O5-N5-M5-N6-O6-P6-Q6,566,Purple Pearl,Barquentine,Conall Blake,8,Hex M5,Fishing,5%
5938,Hex Q6,December 1418 Week 4,Q6-P7-Q8-Q9-R10-R11-R10-Q9-Q8-Q7-Q6,520,Mopey Hind,Barquentine,Seamus Blake,16,Hex R11,Scouting,25%
5939,Hex I3,December 1418 Week 4,I3-J4-K4-L4-M4-L4-K4-J4-I3,340,Mopey Bottom,Dhow,Killian MacDougal,6,Hex M4,Scouting,35%
5940,Hex I3,December 1418 Week 4,I3-I4-H5-H6-H5-I4-I3,400,Mopey Tortoise,Dhow,Baron Otto von Schonbern,5,Hex H6,Fishing,Destroyed
5941,Hex I3,December 1418 Week 4,I3-I2-H1-H0-H1-I2-I3,486,Gray Bottom,Dhow,Rick Malone,18,Hex H0,Fishing,85%
5942,Hex I3,December 1418 Week 4,I3-I4-H4-G4-F4-G4-H4-I4-I3,509,White Goose,Barquentine,Kelly Cullen,4,Hex F4,Scouting,75%
5943,Hex P15,December 1418 Week 1,P15-Q14-Q13-Q12-P11-Q10-P9-P8-P7-Q6,489,Red Heart,Dhow,Bryan Buchanan,7,Hex Q6,Cargo: Darkwood,10%
5944,Hex P15,December 1418 Week 1,P15-O15-O14-N14-M14-L13-K13-J13-I13-H13-G13,124,Red Tortoise,Barquentine,Angus O'Malley,15,Hex G13,Transfer,50%
5945,Hex G13,December 1418 Week 1,G13-H12-G11-G10-F9-G8-G7-H6-H5-I4-I3,421,Rusty Hind,Barquentine,Erin Callahan,12,Hex I3,Cargo: Magefruit,30%
5946,Hex G13,December 1418 Week 1,G13-G12-G11-H10-H9-I8-I7-I6-H5-I4-I3,591,Saucy Falcon,Barquentine,Count Rudolf von Chlodwig,5,Hex I3,Cargo: Redstone,75%
5947,Hex Q6,December 1418 Week 1,Q6-P5-O5-O4-O5-P6-Q6,568,Silver Falcon,Dhow,Angus Malone,9,Hex O4,Fishing,0%
5949,Hex P15,January 1419 Week 2,P15-Q14-Q13-Q12-P11-P10-O11-P12-P13-Q14-P15,543,Rusty Duck,Galleon,Sean Flyn,12,Hex P10,Scouting,44%
5950,Hex P15,January 1419 Week 2,P15-O15-O14-N14-M14-L13-K13-J13-I13-H13-G13,464,Saucy Hind,Barquentine,Sir Manfred von Glucksberg,8,Hex G13,Cargo: Darkwood,60%
5951,Hex P15,January 1419 Week 2,P15-Q15-R15-S15-R15-Q15-P15,579,Rusty Diamond,Dhow,Count Heinrich von Chlodwig,7,Hex S15,Fishing,5%
5952,Hex P15,January 1419 Week 2,P15-O15-N15-M15-M14-L13-K13-J13-I13-H13-G13,467,Orange Hind,Barquentine,Seamus Sweeney,10,Hex G13,Transfer,30%
5953,Hex G13,January 1419 Week 2,G13-H13-I13-J14-J15-K16-J16-I15-I14-H13-G13,580,Orange Tortoise,Barquentine,Lord Schaeffer von Lundorf,5,Hex K16,Scouting,5%
5954,Hex G13,January 1419 Week 2,G13-H12-H11-I10-I9-J9-K9-L9-M9-N8-N7-O7-P7-Q6,518,Rusty Goose,Galleon,Sir Ernst von Glucksberg,4,Hex Q6,Cargo: Redstone,94%
5955,Hex G13,January 1419 Week 2,G13-G12-F11-G10-G9-H8-G9-H10-G11-G12-G13,58,Green Duck,Galleon,Bryan Buchanan,4,Hex H8,Scouting,30%
5956,Hex G13,January 1419 Week 2,G13-H13-I14-I15-J15-K15-L15-M15-N15-O15-P15,557,Scurvy Falcon,Carrack,Kelly MacDougal,9,Hex P15,Cargo: Magefruit,34%
5957,Hex Q6,January 1419 Week 2,Q6-P5-O5-N5-N4-M4-L4-K4-J4-I3,553,Saucy Diamond,Barquentine,Conor Hogan,5,Hex I3,Cargo: Scrolls,65%
5958,Hex Q6,January 1419 Week 2,Q6-P7-O7-N7-M7-L7-K7-K8-J9-J10-I10-H11-H12-G13,449,Bloody Diamond,Carrack,Baron Ernst von Zelig,12,Hex G13,Transfer,57%
5959,Hex I3,January 1419 Week 2,I3-J3-K4-L4-L5-M5-N5-O5-P5-Q6,559,Silver Pearl,Barquentine,Conor O'Brien,10,Hex Q6,Cargo: Darkwood,50%
5960,Hex I3,January 1419 Week 2,I3-I4-H5-H6-H7-I8-H9-I10-H11-H12-G13,583,Bloody Hind,Carrack,Neil O'Malley,8,Hex G13,Cargo: Darkwood,10%
5961,Hex I3,January 1419 Week 2,I3-I4-H5-H6-G7-H8-H9-H10-G11-G12-G13,542,Mopey Duck,Galleon,Neil Teague,4,Hex G13,Cargo: Mythril,Destroyed
5962,Hex P15,January 1419 Week 3,P15-O15-O14-N13-O12-N11-N10-M9-M8-L8-K7-K6-J5-J4-I3,513,Black Tortoise,Carrack,Fergus O'Neal,8,Hex I3,Cargo: Blackwine,4%
5963,Hex G13,January 1419 Week 3,G13-H13-I13-J13-K13-L13-K13-J13-I13-H13-G13,585,Orange Swan,Carrack,Lord Dietrich von Bismarck,4,Hex L13,Fishing,14%
5964,Hex G13,January 1419 Week 3,G13-G12-G11-G10-G9-H8-G7-H6-H5-I4-I3,584,Green Falcon,Barquentine,Ryan O'Connell,4,Hex I3,Cargo: Redstone,5%
5965,Hex G13,January 1419 Week 3,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,58,Green Duck,Galleon,Bryan Buchanan,1,Hex I3,Cargo: Magefruit,47%
5966,Hex Q6,January 1419 Week 3,Q6-Q7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,490,Mopey Pearl,Galleon,Conor O'Connell,5,Hex P15,Cargo: Magefruit,84%
5967,Hex I3,January 1419 Week 3,I3-J4-J5-K6-K7-L8-K7-K6-J5-J4-I3,407,Golden Hind,Barquentine,Lord Otto von Kaulbach,4,Hex L8,Fishing,30%
5968,Hex P15,January 1419 Week 4,P15-Q14-P13-P12-O12-N11-N10-M9-L9-L8-K7-K6-J5-J4-I3,576,Red Swan,Barquentine,Jack Buchanan,7,Hex I3,Cargo: Blackwine,30%
5969,Hex G13,January 1419 Week 4,G13-H12-G11-H10-G9-G8-G7-H6-H5-I4-I3,124,Red Tortoise,Barquentine,Angus O'Malley,3,Hex I3,Cargo: Magefruit,40%
5970,Hex Q6,January 1419 Week 4,Q6-Q5-Q4-Q3-Q2-Q3-R4-Q5-Q6,458,Mopey Heart,Galleon,Patrick Reagan,8,Hex Q2,Fishing,30%
5971,Hex Q6,January 1419 Week 4,Q6-P7-O7-N7-N8-M9-L9-L10-K10-J10-I11-I12-H13-G13,497,Golden Swan,Galleon,Bryan Cullen,4,Hex G13,Cargo: Scrolls,57%
5972,Hex Q6,January 1419 Week 4,Q6-P7-O7-N7-M7-L7-L8-K8-J9-J10-I11-H11-H12-G13,596,White Diamond,Carrack,Liam Sweeney,10005,Hex G13,Transfer,94%
5973,Hex I3,January 1419 Week 4,I3-I4-I5-I6-I7-I8-I9-I10-H11-H12-G13,569,Red Diamond,Galleon,Conall Teague,5,Hex G13,Cargo: Mythril,80%
5974,Hex I3,January 1419 Week 4,I3-J4-K4-K5-L6-M6-N6-O6-P6-Q6,546,Rusty Pearl,Carrack,Dyllon Reagan,5,Hex Q6,Cargo: Darkwood,87%
5975,Hex I3,January 1419 Week 4,I3-J3-K4-L4-M4-M5-N6-O6-P6-Q6,525,Green Tortoise,Dhow,Sir Rudolf von Schneider,5,Hex Q6,Cargo: Darkwood,20%
5976,Hex I3,January 1419 Week 4,I3-J4-K4-K5-L6-K5-J5-J4-I3,515,Golden Bottom,Barquentine,Neil Callahan,9,Hex L6,Fishing,10%
5977,Hex P15,January 1419 Week 1,P15-Q14-Q13-R12-Q11-Q10-Q9-Q8-P7-Q6,538,Green Swan,Carrack,Neil Blake,18,Hex Q6,Cargo: Blackwine,44%
5978,Hex P15,January 1419 Week 1,P15-O15-O14-N14-M14-L14-K13-J13-I13-H13-G13,549,Golden Diamond,Carrack,Brandon Buchanan,8,Hex G13,Cargo: Darkwood,4%
5979,Hex G13,January 1419 Week 1,G13-H12-H11-I10-H11-H12-G13,461,Saucy Heart,Dhow,Ryan MacDougal,7,Hex I10,Fishing,0%
5980,Hex G13,January 1419 Week 1,G13-H13-I13-J13-I13-H13-G13,533,Green Heart,Dhow,Brandon Blake,9,Hex J13,Fishing,0%
5981,Hex G13,January 1419 Week 1,G13-H12-H11-H10-H11-H12-G13,592,Green Hind,Dhow,Kelly Reagan,10,Hex H10,Fishing,0%
5982,Hex G13,January 1419 Week 1,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,593,Gray Duck,Dhow,Brandon Cullen,8,Hex P15,Cargo: Redstone,35%
5983,Hex Q6,January 1419 Week 1,Q6-P7-P8-P9-Q10-Q11-Q12-Q13-Q14-P15,568,Silver Falcon,Dhow,Angus Malone,4,Hex P15,Cargo: Magefruit,20%
5984,Hex Q6,January 1419 Week 1,Q6-P5-Q4-Q3-R2-R3-R4-Q5-Q6,529,Red Pearl,Galleon,Count Schaeffer von Schneider,18,Hex R2,Scouting,4%
5985,Hex I3,January 1419 Week 1,I3-I2-H2-G1-F1-F0-G0-G1-H2-I2-I3,590,Golden Falcon,Barquentine,Ryan Blake,11,Hex F0,Fishing,55%
5986,Hex I3,January 1419 Week 1,I3-J3-K3-L4-M4-M5-N6-O6-P6-Q6,456,Bloody Tortoise,Galleon,Count Schaeffer von Chlodwig,9,Hex Q6,Cargo: Mythril,50%
5987,Hex I3,January 1419 Week 1,I3-I4-I5-J6-I7-I8-H9-H10-G11-H12-G13,401,Gray Goose,Barquentine,Brandon Teague,5,Hex G13,Cargo: Darkwood,60%
5988,Hex I3,January 1419 Week 1,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,551,Bloody Falcon,Dhow,Killian Hogan,6,Hex Q6,Cargo: Darkwood,15%
5989,Hex P15,February 1419 Week 2,P15-O15-O14-N13-N12-M11-N12-N13-O14-O15-P15,347,Green Diamond,Barquentine,Conor Buchanan,7,Hex M11,Fishing,35%
5990,Hex G13,February 1419 Week 2,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,580,Orange Tortoise,Barquentine,Lord Schaeffer von Lundorf,4,Hex P15,Cargo: Redstone,Destroyed
5991,Hex Q6,February 1419 Week 2,Q6-P6-O6-N7-O6-P6-Q6,517,Bloody Swan,Dhow,Angus O'Neal,19,Hex N7,Fishing,15%
5992,Hex Q6,February 1419 Week 2,Q6-P7-Q8-P9-P10-P11-P12-P13-Q14-P15,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,7,Hex P15,Cargo: Scrolls,0%
5993,Hex Q6,February 1419 Week 2,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,376,Red Hind,Galleon,Baron Ulbrecht von Glucksberg,9,Hex I3,Cargo: Scrolls,4%
5994,Hex I3,February 1419 Week 2,I3-J2-J1-K0-J1-J2-I3,340,Mopey Bottom,Dhow,Killian MacDougal,6,Hex K0,Fishing,0%
5995,Hex I3,February 1419 Week 2,I3-I4-H4-G4-H4-I4-I3,486,Gray Bottom,Dhow,Rick Malone,6,Hex G4,Fishing,Destroyed
5996,Hex P15,February 1419 Week 3,P15-Q14-Q13-R12-R11-R10-Q9-Q8-P7-Q6,557,Scurvy Falcon,Carrack,Kelly MacDougal,5,Hex Q6,Cargo: Blackwine,54%
5997,Hex P15,February 1419 Week 3,P15-O15-N15-N14-M13-M12-L11-L10-K9-L8-K7-K6-J5-J4-I3,547,Saucy Duck,Barquentine,Brandon Keating,11,Hex I3,Cargo: Blackwine,30%
5998,Hex P15,February 1419 Week 3,P15-O15-O14-N13-N12-N13-O14-O15-P15,523,Purple Heart,Carrack,Jack Keating,17,Hex N12,Fishing,7%
5999,Hex G13,February 1419 Week 3,G13-H12-H11-H10-H9-I8-I7-J6-I5-I4-I3,583,Bloody Hind,Carrack,Neil O'Malley,5,Hex I3,Cargo: Redstone,87%
6000,Hex G13,February 1419 Week 3,G13-H12-G11-H10-H9-H10-H11-H12-G13,467,Orange Hind,Barquentine,Seamus Sweeney,5,Hex H9,Fishing,20%
6001,Hex G13,February 1419 Week 3,G13-F13-E13-D13-E13-F13-G13,592,Green Hind,Dhow,Kelly Reagan,2,Hex D13,Fishing,5%
6002,Hex Q6,February 1419 Week 3,Q6-P5-P4-O3-O2-O3-P4-P5-Q6,524,Black Goose,Carrack,Angus Buchanan,13,Hex O2,Fishing,0%
6003,Hex Q6,February 1419 Week 3,Q6-P7-Q8-P9-P10-O11-P12-P13-Q14-P15,587,Black Bottom,Carrack,Brandon Reagan,10,Hex P15,Cargo: Scrolls,17%
6004,Hex Q6,February 1419 Week 3,Q6-P6-O6-N5-N4-M4-L4-K4-J3-I3,589,Orange Heart,Barquentine,Sean O'Neal,10016,Hex I3,Cargo: Scrolls,60%
6005,Hex Q6,February 1419 Week 3,Q6-P6-O6-N6-M5-L5-K5-J5-J4-I3,520,Mopey Hind,Barquentine,Seamus Blake,7,Hex I3,Cargo: Magefruit,15%
6006,Hex I3,February 1419 Week 3,I3-I4-H4-G5-G6-G5-H4-I4-I3,591,Saucy Falcon,Barquentine,Count Rudolf von Chlodwig,6,Hex G6,Fishing,15%
6007,Hex I3,February 1419 Week 3,I3-J4-I5-I6-H7-H8-H7-H6-H5-I4-I3,421,Rusty Hind,Barquentine,Erin Callahan,6,Hex H8,Fishing,5%
6008,Hex P15,February 1419 Week 4,P15-Q14-P13-P12-O12-N11-O11-P12-P13-Q14-P15,490,Mopey Pearl,Galleon,Conor O'Connell,5,Hex N11,Scouting,67%
6009,Hex P15,February 1419 Week 4,P15-O15-N15-N14-M13-M12-N12-N13-O14-O15-P15,545,Orange Diamond,Galleon,Conor Malone,12,Hex M12,Scouting,0%
6010,Hex P15,February 1419 Week 4,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,539,Green Bottom,Galleon,Erin MacDougal,15,Hex G13,Cargo: Darkwood,4%
6011,Hex P15,February 1419 Week 4,P15-P16-O16-N16-N15-O15-P15,570,Mopey Swan,Dhow,Kelly Hogan,10,Hex N16,Fishing,0%
6012,Hex G13,February 1419 Week 4,G13-H13-I14-J14-K14-L14-L15-M15-N15-O15-P15,596,White Diamond,Carrack,Liam Sweeney,4,Hex P15,Cargo: Magefruit,97%
6013,Hex Q6,February 1419 Week 4,Q6-P7-P8-P9-P10-P11-P12-P13-Q14-P15,546,Rusty Pearl,Carrack,Dyllon Reagan,4,Hex P15,Cargo: Scrolls,Destroyed
6014,Hex Q6,February 1419 Week 4,Q6-Q7-Q8-P9-Q10-Q11-R12-Q13-Q14-P15,559,Silver Pearl,Barquentine,Conor O'Brien,6,Hex P15,Cargo: Scrolls,5%
6015,Hex Q6,February 1419 Week 4,Q6-P6-O6-N5-M5-M4-L4-K3-J3-I3,458,Mopey Heart,Galleon,Patrick Reagan,4,Hex I3,Cargo: Scrolls,17%
6016,Hex I3,February 1419 Week 4,I3-J2-J1-K0-J1-J2-I3,512,Gray Tortoise,Dhow,Killian Blake,10,Hex K0,Fishing,0%
6017,Hex I3,February 1419 Week 4,I3-I4-H4-G5-F5-G5-H4-I4-I3,407,Golden Hind,Barquentine,Lord Otto von Kaulbach,5,Hex F5,Scouting,5%
6018,Hex I3,February 1419 Week 4,I3-J4-K4-L4-M4-M5-M4-L4-K4-J3-I3,124,Red Tortoise,Barquentine,Angus O'Malley,4,Hex M5,Fishing,0%
6019,Hex P15,February 1419 Week 1,P15-Q14-Q13-R13-S13-S14-R15-Q15-P15,595,Silver Heart,Barquentine,Count Dietrich von Kaulbach,10,Hex S13,Scouting,15%
6020,Hex P15,February 1419 Week 1,P15-P16-O16-N16-N15-O15-P15,191,Silver Hind,Dhow,Lord Friedrich von Schneider,14,Hex N16,Fishing,80%
6021,Hex P15,February 1419 Week 1,P15-Q14-Q13-R12-Q11-R10-Q9-Q8-P7-Q6,579,Rusty Diamond,Dhow,Count Heinrich von Chlodwig,7,Hex Q6,Cargo: Blackwine,35%
6022,Hex G13,February 1419 Week 1,G13-H13-I13-J13-K13-L13-M13-N14-O14-O15-P15,497,Golden Swan,Galleon,Bryan Cullen,5,Hex P15,Cargo: Magefruit,27%
6023,Hex G13,February 1419 Week 1,G13-G12-F11-G10-G9-H10-H11-H12-G13,585,Orange Swan,Carrack,Lord Dietrich von Bismarck,6,Hex G9,Fishing,7%
6024,Hex G13,February 1419 Week 1,G13-H13-I12-I11-J10-J9-J10-I10-H11-H12-G13,569,Red Diamond,Galleon,Conall Teague,5,Hex J9,Fishing,67%
6025,Hex G13,February 1419 Week 1,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,401,Gray Goose,Barquentine,Brandon Teague,4,Hex I3,Cargo: Redstone,50%
6026,Hex Q6,February 1419 Week 1,Q6-P7-O7-N7-M7-L7-K7-K8-J9-J10-I11-H11-H12-G13,588,Scurvy Diamond,Galleon,Conor Aubrey,21,Hex G13,Cargo: Scrolls,50%
6027,Hex Q6,February 1419 Week 1,Q6-P5-P4-O3-P2-P1-Q2-P3-P4-P5-Q6,586,Black Heart,Carrack,Rick Teague,9,Hex P1,Fishing,74%
6028,Hex Q6,February 1419 Week 1,Q6-Q7-Q8-Q9-R10-Q9-Q8-Q7-Q6,525,Green Tortoise,Dhow,Sir Rudolf von Schneider,5,Hex R10,Scouting,15%
6029,Hex I3,February 1419 Week 1,I3-J3-K4-K5-L5-M6-N6-O6-P6-Q6,515,Golden Bottom,Barquentine,Neil Callahan,5,Hex Q6,Cargo: Darkwood,15%
